# Program:featureCounts v2.0.0; Command:"featureCounts" "-g" "gene_id" "-a" "gen_ann.gtf" "-o" "feature_counts_fr4" "/content/out816.bam" "/content/out817.bam" "/content/out818.bam" "/content/out819.bam" 
Geneid	/content/out816.bam	/content/out817.bam	/content/out818.bam	/content/out819.bam
gene-YIR042C	0	5	0	3
gene-YJL225C	0	0	0	0
gene-YJL223C	0	0	0	0
gene-YJL222W	4	4	0	2
gene-YJL221C	0	0	0	0
gene-YJL219W	12	7	0	1
gene-YJL218W	4	36	0	4
gene-YJL217W	1058	2064	24	99
gene-YJL216C	30	37	1	4
gene-YJL214W	38	36	1	12
gene-YJL213W	72	126	8	17
gene-YJL212C	277	123	193	502
gene-YJL210W	509	430	98	250
gene-YJL209W	46	102	91	322
gene-YJL208C	34	88	81	293
gene-YJL207C	576	578	81	291
gene-YJL206C	288	193	22	78
gene-YJL205C	403	317	14	63
gene-YJL204C	103	167	36	134
gene-YJL203W	173	229	51	125
gene-YJL201W	184	225	38	245
gene-YJL200C	70	148	365	1259
gene-YNCJ0001C	0	0	0	0
gene-YJL199C	69	101	6	24
gene-YJL198W	193	302	236	856
gene-YJL197W	238	369	112	375
gene-YJL196C	40	218	63	282
gene-YJL194W	28	68	21	89
gene-YJL193W	32	35	72	266
gene-YJL192C	225	367	149	688
gene-YJL191W	751	853	540	2114
gene-YJL190C	146	832	2512	10115
gene-YJL189W	586	2118	2500	8769
gene-YJL187C	99	205	28	151
gene-YJL186W	263	299	140	483
gene-YJL185C	1019	451	22	40
gene-YJL184W	90	175	30	128
gene-YJL183W	60	128	202	737
gene-YJL181W	22	32	19	73
gene-YJL180C	159	374	17	116
gene-YJL179W	76	185	59	308
gene-YJL178C	570	657	168	797
gene-YJL177W	595	1826	1866	6982
gene-YJL176C	195	474	85	322
gene-YJL174W	949	1507	544	1813
gene-YJL173C	166	586	9	71
gene-YJL172W	992	1111	16	67
gene-YJL171C	500	872	139	584
gene-YJL170C	17	13	3	11
gene-YJL168C	131	242	190	517
gene-YJL167W	1692	2725	169	985
gene-YJL166W	9091	10367	179	618
gene-YJL165C	1811	1845	150	635
gene-YJL164C	626	388	11	28
gene-YJL163C	1356	432	22	32
gene-YJL162C	68	58	57	208
gene-YNCJ0002C	0	0	0	1
gene-YJL161W	272	248	16	55
gene-YJL160C	3	11	3	6
gene-YJL159W	13643	20311	1308	3410
gene-YJL158C	723	3995	34	241
gene-YJL157C	60	71	4	19
gene-YJL156C	264	275	111	281
gene-YJL155C	2030	1340	48	97
gene-YJL154C	1140	1078	38	163
gene-YJL153C	34618	142447	515	4719
gene-YJL151C	4747	3400	254	608
gene-YJL149W	309	245	107	275
gene-YNCJ0003C	11	12	0	2
gene-YNCJ0004C	15	17	3	17
gene-YJL148W	101	121	812	2803
gene-YJL147C	188	209	42	171
gene-YJL146W	516	455	41	205
gene-YJL145W	159	405	55	241
gene-YJL144W	894	1840	29	79
gene-YJL143W	585	934	95	486
gene-YJL142C	21	22	1	11
gene-YJL141C	3771	3327	78	172
gene-YJL140W	986	1080	194	950
gene-YJL139C	172	336	110	402
gene-YJL138C	1446	1581	674	2087
gene-YJL137C	685	593	36	155
gene-YJL136W-A	14	6	1	4
gene-YJL136C	814	2608	1705	7180
gene-YJL134W	164	264	139	570
gene-YJL133C-A	1047	411	114	490
gene-YJL133W	55	41	105	407
gene-YJL132W	222	72	8	53
gene-YJL131C	247	360	27	95
gene-YJL130C	1205	1828	679	2188
gene-YJL129C	369	466	121	486
gene-YJL128C	220	313	96	270
gene-YJL127C-B	382	384	27	90
gene-YJL127C	211	197	91	203
gene-YJL126W	292	261	35	155
gene-YJL125C	160	226	277	1000
gene-YJL124C	371	706	108	469
gene-YJL123C	2255	2612	92	451
gene-YJL122W	35	60	818	2927
gene-YJL121C	740	985	129	411
gene-YJL118W	40	66	7	41
gene-YJL117W	565	497	179	734
gene-YJL116C	3921	1504	2411	5743
gene-YJL115W	251	328	42	134
gene-YNCJ0005C	0	0	0	0
gene-YJL114W	23	12	1	2
gene-YJL113W	142	85	8	39
gene-YNCJ0006W	0	0	0	0
gene-YJL112W	309	517	53	270
gene-YJL111W	670	1171	630	2301
gene-YJL110C	252	295	312	1027
gene-YJL109C	197	402	676	2155
gene-YJL108C	47	52	594	2197
gene-YJL107C	31	47	574	1770
gene-YJL106W	140	94	38	122
gene-YJL105W	61	64	7	23
gene-YJL104W	208	520	118	403
gene-YNCJ0007C	75	230	2	31
gene-YJL103C	1063	673	28	77
gene-YJL102W	289	600	8	36
gene-YNCJ0008W	0	0	0	1
gene-YJL101C	759	602	99	298
gene-YJL100W	561	508	37	156
gene-YJL099W	247	197	12	60
gene-YJL098W	105	129	226	651
gene-YJL097W	50	219	28	107
gene-YJL096W	64	354	53	181
gene-YJL095W	296	341	24	86
gene-YJL094C	2217	1533	99	264
gene-YJL093C	262	191	73	279
gene-YJL092W	236	302	26	72
gene-YJL091C	185	339	14	93
gene-YJL090C	131	81	112	352
gene-YJL089W	523	731	4	29
gene-YJL088W	29	338	237	776
gene-YJL087C	45	80	62	193
gene-YJL085W	52	63	53	176
gene-YJL084C	939	583	176	545
gene-YJL083W	193	256	39	157
gene-YJL082W	852	1737	45	155
gene-YJL081C	886	1266	97	371
gene-YJL080C	287	1191	174	628
gene-YJL079C	1080	3105	66	254
gene-YJL078C	868	936	58	131
gene-YJL077W-B	41	45	4	7
gene-YJL077C	63	74	6	20
gene-YJL077W-A	0	0	0	0
gene-YJL076W	372	498	278	907
gene-YJL075C	2	6	2	4
gene-YJL074C	117	665	13	26
gene-YJL073W	94	205	27	94
gene-YJL072C	68	120	29	112
gene-YJL071W	118	175	37	160
gene-YJL070C	383	429	16	74
gene-YJL069C	66	64	475	1547
gene-YJL068C	2609	2541	43	164
gene-YJL066C	7234	3809	98	262
gene-YJL065C	228	350	57	263
gene-YJL063C	254	805	40	209
gene-YJL062W-A	367	919	49	142
gene-YJL062W	108	202	38	143
gene-YJL061W	303	474	107	358
gene-YJL060W	32	55	31	187
gene-YJL059W	333	173	10	75
gene-YJL058C	11	38	10	72
gene-YJL057C	1529	1174	27	138
gene-YJL056C	93	48	37	109
gene-YJL055W	521	1018	128	494
gene-YJL054W	526	565	135	397
gene-YJL053W	586	600	52	234
gene-YJL052C-A	2	1	0	4
gene-YJL052W	105803	92562	1736	5034
gene-YJL051W	101	177	21	52
gene-YJL050W	132	247	530	1500
gene-YJL049W	712	288	52	193
gene-YJL048C	11806	5464	175	329
gene-YJL047C-A	5	5	0	2
gene-YNCJ0009C	4	3	0	0
gene-YJL047C	325	384	28	108
gene-YJL046W	150	245	38	69
gene-YNCJ0010W	0	0	0	0
gene-YNCJ0011W	0	0	0	0
gene-YNCJ0012W	0	0	0	0
gene-YJL045W	460	95	6	10
gene-YJL044C	312	383	143	499
gene-YJL043W	31	22	4	8
gene-YJL042W	2689	4415	98	328
gene-YJL041W	689	780	148	421
gene-YJL039C	327	434	155	541
gene-YNCJ0013C	0	0	0	0
gene-YNCJ0014C	0	0	0	0
gene-YJL038C	34	20	18	29
gene-YJL037W	115	55	7	8
gene-YNCJ0015W	1	1	0	0
gene-YJL036W	758	927	34	121
gene-YJL035C	109	152	20	120
gene-YJL034W	10397	27406	309	1524
gene-YJL033W	347	453	740	2093
gene-YJL031C	485	746	43	189
gene-YJL030W	149	272	31	101
gene-YJL029C	375	425	63	215
gene-YNCJ0016C	0	1	0	0
gene-YJL028W	1	1	0	2
gene-YJL027C	2	3	0	2
gene-YJL026W	1204	1367	157	448
gene-YJL025W	9	11	148	554
gene-YJL024C	393	408	96	271
gene-YNCJ0017C	0	0	0	1
gene-YJL023C	551	354	49	160
gene-YJL020C	2062	2326	43	174
gene-YJL019W	269	232	28	71
gene-YJL016W	778	300	145	529
gene-YJL014W	720	1499	395	1295
gene-YJL013C	331	342	31	121
gene-YJL012C	908	1404	195	681
gene-YJL011C	42	68	153	563
gene-YNCJ0018W	0	0	0	0
gene-YNCJ0019C	0	0	0	0
gene-YJL010C	123	157	302	925
gene-YJL008C	764	1282	298	1020
gene-YJL007C	3	7	0	2
gene-YNCJ0020W	0	0	0	0
gene-YJL006C	89	117	59	238
gene-YNCJ0021C	0	0	0	0
gene-YJL005W	1254	1290	53	158
gene-YJL004C	494	351	58	239
gene-YJL003W	230	304	15	87
gene-YJL002C	400	592	154	753
gene-YJL001W	1503	2597	42	292
gene-YJR001W	438	641	46	344
gene-YJR002W	783	841	494	1531
gene-YJR003C	156	147	236	852
gene-YJR004C	315	168	42	117
gene-YJR005W	753	1001	102	375
gene-YJR005C-A	193	480	2	28
gene-YJR006W	426	640	58	269
gene-YJR007W	677	1294	597	2025
gene-YJR008W	17523	7814	191	308
gene-YJR009C	48998	51323	4042	12752
gene-YJR010W	57	106	47	171
gene-YJR010C-A	94	143	21	115
gene-YJR011C	289	297	36	120
gene-YJR012C	133	127	28	91
gene-YJR013W	131	146	68	186
gene-YJR014W	1152	1626	306	879
gene-YJR015W	286	446	111	437
gene-YJR016C	846	1055	2239	4926
gene-YJR017C	768	878	90	368
gene-YJR019C	2771	1910	75	237
gene-YJR021C	1016	598	30	95
gene-YJR022W	16	38	6	26
gene-YJR024C	557	600	91	289
gene-YJR025C	284	387	14	35
gene-YJR026W	0	0	0	0
gene-YJR027W	2	2	0	0
gene-YJR028W	0	0	0	0
gene-YJR029W	0	0	0	0
gene-YJR030C	14	64	4	8
gene-YJR031C	129	238	39	115
gene-YJR032W	62	114	77	228
gene-YJR033C	537	694	12	84
gene-YJR034W	106	217	6	38
gene-YJR035W	509	518	29	111
gene-YJR036C	74	94	10	30
gene-YJR039W	572	343	13	56
gene-YJR040W	53	123	22	78
gene-YJR041C	29	73	201	624
gene-YJR042W	495	642	248	781
gene-YJR043C	3	20	22	78
gene-YNCJ0022C	0	0	0	0
gene-YJR044C	626	534	36	157
gene-YJR045C	10205	22507	422	1426
gene-YJR046W	768	1463	121	506
gene-YNCJ0023C	0	0	0	2
gene-YJR047C	192	234	75	375
gene-YJR048W	581	2842	116	670
gene-YJR049C	1782	1067	97	307
gene-YJR050W	512	457	80	236
gene-YJR051W	689	721	78	212
gene-YNCJ0024W	0	0	0	0
gene-YJR052W	406	314	103	302
gene-YJR053W	48	89	14	26
gene-YJR054W	56	49	56	206
gene-YNCJ0025W	0	0	0	1
gene-YJR055W	88	82	60	147
gene-YNCJ0026W	0	0	0	0
gene-YJR056C	1227	1459	115	400
gene-YNCJ0027C	2	0	0	0
gene-YJR057W	444	208	29	101
gene-YJR058C	137	191	53	180
gene-YJR059W	967	847	99	480
gene-YJR060W	323	410	58	206
gene-YJR061W	302	281	47	179
gene-YJR062C	281	389	24	98
gene-YJR063W	52	81	473	1794
gene-YJR064W	910	1270	571	2087
gene-YJR065C	2559	2891	136	652
gene-YJR066W	1041	953	56	231
gene-YJR067C	174	203	47	85
gene-YJR068W	371	740	104	339
gene-YJR069C	17	41	79	273
gene-YJR070C	273	575	1773	5021
gene-YJR072C	541	761	283	1058
gene-YJR073C	16292	18338	214	716
gene-YJR074W	1322	1179	41	97
gene-YJR075W	480	463	157	537
gene-YJR076C	536	1077	112	560
gene-YJR077C	2703	6338	456	1522
gene-YJR078W	90	61	4	17
gene-YJR079W	3	20	0	2
gene-YJR080C	640	1358	23	140
gene-YJR082C	265	258	87	290
gene-YJR083C	111	215	24	85
gene-YJR084W	174	381	31	195
gene-YJR085C	2385	2572	51	224
gene-YJR086W	25	53	9	27
gene-YJR088C	438	647	88	451
gene-YJR089W	166	246	94	301
gene-YJR090C	663	569	108	456
gene-YJR091C	903	1066	38	169
gene-YJR092W	322	555	19	94
gene-YJR093C	382	322	90	325
gene-YJR094C	1669	181	35	15
gene-YNCJ0028C	31	36	0	4
gene-YJR094W-A	600	2473	1076	4240
gene-YJR095W	1211	4741	18	125
gene-YJR096W	740	1773	30	168
gene-YJR097W	32	28	166	587
gene-YJR098C	303	267	29	163
gene-YJR099W	304	436	14	76
gene-YJR100C	288	572	66	274
gene-YNCJ0029W	0	0	1	0
gene-YJR101W	138	509	84	273
gene-YJR102C	101	206	27	120
gene-YJR103W	2968	3202	83	266
gene-YJR104C	14815	17140	928	3634
gene-YJR105W	699	1698	650	2281
gene-YJR106W	711	327	30	63
gene-YJR107W	287	213	21	92
gene-YJR107C-A	355	404	28	44
gene-YJR108W	81	36	1	6
gene-YJR109C	699	502	121	308
gene-YJR110W	87	80	57	182
gene-YJR111C	182	195	64	257
gene-YJR112W	152	227	41	148
gene-YJR112W-A	238	359	39	123
gene-YJR113C	720	1403	100	436
gene-YJR115W	265	83	5	35
gene-YJR116W	182	171	14	84
gene-YJR117W	1540	1273	117	522
gene-YJR118C	109	288	14	82
gene-YJR119C	68	70	64	184
gene-YJR120W	513	879	10	44
gene-YJR121W	11717	28926	322	1527
gene-YJR122W	401	325	33	132
gene-YJR123W	3930	9478	8536	32213
gene-YJR124C	14	38	186	690
gene-YJR125C	1184	1702	72	398
gene-YJR126C	1176	952	96	386
gene-YJR127C	256	423	46	171
gene-YJR128W	4	7	0	1
gene-YNCJ0030W	23	41	5	19
gene-YJR129C	125	195	54	104
gene-YJR130C	678	736	75	238
gene-YJR131W	271	227	39	94
gene-YJR132W	220	299	381	1076
gene-YJR133W	387	912	64	198
gene-YJR134C	559	754	80	376
gene-YJR135C	135	170	14	54
gene-YJR135W-A	217	522	24	85
gene-YJR136C	152	115	55	165
gene-YJR137C	375	205	122	415
gene-YJR138W	331	405	53	241
gene-YJR139C	2084	2757	185	901
gene-YJR140C	117	232	23	96
gene-YJR141W	173	239	58	230
gene-YJR142W	522	814	19	135
gene-YJR143C	204	654	186	698
gene-YJR144W	161	549	112	491
gene-YJR145C	937	2910	2300	9265
gene-YJR146W	63	41	6	12
gene-YJR147W	178	97	31	90
gene-YJR148W	2238	1801	51	180
gene-YJR149W	249	283	14	49
gene-YJR150C	112	31	1	3
gene-YJR151C	878	308	17	30
gene-YJR151W-A	1	2	0	0
gene-YJR152W	155	129	23	68
gene-YJR153W	147	107	5	12
gene-YJR154W	34	44	5	11
gene-YJR155W	349	199	10	55
gene-YJR156C	57	45	2	1
gene-YJR158W	0	0	0	0
gene-YJR159W	0	0	0	0
gene-YJR160C	2	2	0	3
gene-YJR161C	103	75	3	20
gene-YKL224C	0	0	0	0
gene-YKL222C	250	170	30	103
gene-YKL221W	77	29	4	15
gene-YKL220C	102	89	23	72
gene-YKL219W	82	71	56	153
gene-YKL218C	346	362	18	56
gene-YKL217W	8569	3603	101	125
gene-YKL216W	482	907	508	1417
gene-YKL215C	3381	1898	109	255
gene-YKL214C	263	430	42	194
gene-YKL213C	827	1274	19	110
gene-YKL212W	551	890	201	738
gene-YKL211C	95	176	141	512
gene-YNCK0001W	2	1	0	1
gene-YKL210W	1760	2646	89	558
gene-YKL209C	423	266	11	37
gene-YNCK0002C	1	0	0	1
gene-YKL208W	68	166	13	57
gene-YKL207W	525	995	113	535
gene-YKL206C	526	558	50	292
gene-YKL205W	368	475	209	777
gene-YKL204W	706	1314	88	263
gene-YKL203C	839	716	64	260
gene-YKL201C	1575	650	479	1088
gene-YKL198C	3145	1032	176	493
gene-YKL197C	483	454	9	63
gene-YNCK0003W	0	0	0	0
gene-YKL196C	1301	1246	165	734
gene-YKL195W	1371	3066	61	281
gene-YKL194C	8	79	12	64
gene-YKL193C	1554	1441	41	232
gene-YKL192C	847	1989	87	485
gene-YKL191W	264	293	297	1243
gene-YKL190W	243	325	141	613
gene-YNCK0004W	0	0	0	0
gene-YKL189W	268	216	34	163
gene-YKL188C	1036	466	8	16
gene-YKL187C	6121	1433	42	52
gene-YKL186C	1033	651	128	529
gene-YKL185W	897	1508	8	96
gene-YKL184W	635	779	75	253
gene-YKL183C-A	5	4	0	7
gene-YKL183W	125	122	37	109
gene-YKL182W	16502	17177	251	649
gene-YKL181W	988	1263	985	3350
gene-YKL180W	1100	3302	2942	11441
gene-YKL179C	767	935	66	293
gene-YKL178C	35	30	6	7
gene-YKL176C	853	797	241	781
gene-YKL175W	721	598	238	683
gene-YKL174C	870	569	94	349
gene-YKL173W	667	511	134	397
gene-YKL172W	376	623	1202	3914
gene-YKL171W	1758	992	44	118
gene-YKL170W	293	645	26	121
gene-YKL168C	740	547	26	127
gene-YKL167C	339	566	60	235
gene-YKL166C	47	70	152	542
gene-YKL165C	249	258	32	75
gene-YNCK0005C	1	0	2	4
gene-YKL164C	6313	8563	450	1433
gene-YKL163W	2929	1788	79	197
gene-YKL162C	396	276	4	38
gene-YKL161C	132	108	94	176
gene-YKL160W	1082	1503	137	537
gene-YKL159C	190	287	35	149
gene-YKL157W	4798	4523	150	542
gene-YKL156W	835	954	1468	5280
gene-YKL155C	86	199	121	368
gene-YKL154W	59	57	98	402
gene-YNCK0006C	0	0	0	0
gene-YKL152C	64255	67659	3937	14828
gene-YKL151C	3179	1917	47	157
gene-YKL150W	8227	6532	367	1374
gene-YKL149C	393	251	22	136
gene-YKL148C	2880	4812	56	270
gene-YKL146W	2057	1567	88	353
gene-YKL145W	2673	4073	210	946
gene-YKL144C	47	91	167	586
gene-YKL143W	365	567	452	1640
gene-YKL142W	8929	9687	148	547
gene-YKL141W	8593	6093	145	548
gene-YKL140W	201	300	38	149
gene-YKL139W	200	141	144	506
gene-YKL138C-A	285	340	20	94
gene-YKL138C	276	636	37	170
gene-YKL137W	182	459	36	103
gene-YKL135C	1089	1270	118	484
gene-YKL134C	43	119	13	74
gene-YKL133C	556	297	41	137
gene-YKL132C	15	50	7	27
gene-YKL130C	78	172	59	205
gene-YKL129C	885	984	19	97
gene-YKL128C	194	121	51	191
gene-YNCK0007W	0	2	0	0
gene-YKL127W	155	367	12	74
gene-YKL126W	1031	1018	93	427
gene-YKL125W	283	164	315	1191
gene-YKL124W	823	363	59	238
gene-YKL122C	174	514	137	546
gene-YKL121W	456	347	35	124
gene-YKL120W	35	40	1407	2794
gene-YKL119C	36	197	18	111
gene-YNCK0008W	0	0	0	0
gene-YKL117W	4155	6088	109	550
gene-YKL116C	157	464	27	175
gene-YKL114C	173	371	75	246
gene-YKL113C	26	216	9	67
gene-YKL112W	218	624	61	246
gene-YKL110C	245	314	263	773
gene-YKL109W	4353	5679	78	256
gene-YKL108W	56	80	28	63
gene-YKL107W	606	148	24	55
gene-YKL106C-A	2	1	2	5
gene-YKL106W	57	41	225	689
gene-YKL105C	465	547	21	78
gene-YKL104C	805	1288	124	351
gene-YKL104W-A	0	0	0	0
gene-YKL103C	2027	2502	32	102
gene-YKL102C	0	1	0	0
gene-YKL101W	122	466	6	92
gene-YKL100C	997	1035	51	224
gene-YKL099C	74	154	341	1378
gene-YKL098W	369	392	61	344
gene-YKL097C	5	1	0	0
gene-YKL096C-B	37	7	2	3
gene-YKL096W-A	14750	22566	608	2972
gene-YKL096W	2354	4856	817	2746
gene-YKL095W	323	185	66	203
gene-YKL094W	6039	3816	227	755
gene-YKL093W	5288	2247	82	160
gene-YKL092C	60	147	13	78
gene-YKL091C	791	824	29	115
gene-YKL090W	105	125	71	282
gene-YKL089W	10	51	8	69
gene-YKL088W	468	624	89	301
gene-YKL087C	114	171	58	211
gene-YKL086W	40	22	5	24
gene-YKL085W	5777	9683	95	373
gene-YKL084W	32	74	2	18
gene-YKL082C	1309	751	707	2495
gene-YKL081W	1074	3366	1956	6240
gene-YNCK0009W	1	3	2	10
gene-YKL080W	1159	1712	302	1447
gene-YKL079W	238	234	91	264
gene-YKL078W	12	38	339	1021
gene-YKL077W	1096	1159	201	797
gene-YKL075C	722	848	162	526
gene-YKL074C	313	425	115	389
gene-YKL073W	241	796	56	254
gene-YKL072W	87	86	65	207
gene-YNCK0010W	0	1	0	0
gene-YKL071W	173	124	20	93
gene-YKL070W	85	59	30	74
gene-YKL069W	305	401	30	95
gene-YNCK0011C	2	0	0	0
gene-YKL068W-A	21	23	164	458
gene-YKL068W	361	264	222	721
gene-YNCK0012C	0	0	1	0
gene-YKL067W	3082	4542	84	301
gene-YKL065W-A	82	22	8	23
gene-YKL065C	2501	2085	82	353
gene-YKL064W	2344	2413	125	413
gene-YKL063C	456	419	135	474
gene-YKL062W	678	855	31	94
gene-YKL061W	505	464	16	62
gene-YKL060C	100695	92664	12876	40704
gene-YKL059C	483	511	108	446
gene-YKL058W	647	791	78	295
gene-YKL057C	313	408	117	500
gene-YKL056C	3157	7829	5242	19470
gene-YKL055C	33	28	9	40
gene-YKL054C	744	703	338	1389
gene-YKL053C-A	272	383	26	71
gene-YKL052C	142	141	117	502
gene-YKL051W	227	192	130	487
gene-YKL050C	174	105	10	60
gene-YKL049C	207	458	24	117
gene-YKL048C	111	213	75	249
gene-YKL047W	314	205	78	298
gene-YKL046C	782	975	98	323
gene-YKL045W	163	870	59	234
gene-YKL044W	34	41	65	182
gene-YKL043W	164	236	426	1609
gene-YKL042W	48	114	26	87
gene-YKL041W	543	557	89	309
gene-YKL040C	541	625	131	489
gene-YKL039W	668	968	143	527
gene-YNCK0013W	9	6	2	11
gene-YKL038W	1293	1189	83	279
gene-YKL037W	26	35	0	6
gene-YKL035W	3083	4193	59	270
gene-YKL034W	491	350	37	81
gene-YKL033W-A	331	635	58	325
gene-YKL033W	200	164	61	218
gene-YNCK0014W	0	0	0	2
gene-YKL032C	1885	1732	254	540
gene-YKL029C	196	543	3715	9328
gene-YKL028W	682	673	247	1052
gene-YKL027W	154	312	253	857
gene-YKL026C	4296	3253	77	183
gene-YKL025C	228	294	65	329
gene-YKL024C	104	206	557	1991
gene-YKL023C-A	44	59	247	897
gene-YKL023W	506	478	51	172
gene-YKL022C	670	594	128	386
gene-YKL021C	178	323	420	1407
gene-YKL020C	1459	1270	175	656
gene-YKL019W	469	640	103	366
gene-YKL018C-A	229	242	48	152
gene-YKL018W	62	99	74	270
gene-YKL017C	232	333	7	62
gene-YKL016C	3673	6868	134	767
gene-YKL015W	248	216	61	204
gene-YKL014C	111	258	233	845
gene-YKL013C	1163	2164	74	392
gene-YKL012W	546	515	85	297
gene-YKL011C	83	172	25	124
gene-YKL010C	2068	1761	194	679
gene-YKL009W	282	557	1251	4267
gene-YKL008C	317	254	207	686
gene-YKL007W	716	1005	93	487
gene-YKL006C-A	248	307	74	237
gene-YNCK0015C	40	20	3	18
gene-YKL006W	358	1450	1467	5831
gene-YKL005C	1633	1129	119	426
gene-YKL004W	522	372	382	1351
gene-YKL003C	279	529	43	179
gene-YKL002W	1878	1745	139	563
gene-YKL001C	139	114	65	185
gene-YKR001C	1366	2457	119	471
gene-YKR002W	258	464	64	334
gene-YKR003W	196	300	12	88
gene-YKR004C	352	294	33	95
gene-YKR005C	27	41	6	52
gene-YKR006C	160	573	49	212
gene-YKR007W	173	380	55	193
gene-YKR008W	501	668	192	540
gene-YKR009C	10188	2772	100	84
gene-YNCK0016W	0	0	1	0
gene-YKR010C	158	207	96	308
gene-YKR011C	667	1076	17	89
gene-YKR013W	923	2685	45	495
gene-YKR014C	3678	2496	158	502
gene-YKR015C	141	55	23	56
gene-YKR016W	1098	2847	95	445
gene-YKR017C	264	334	27	76
gene-YKR018C	4525	3303	113	309
gene-YKR019C	141	200	44	136
gene-YKR020W	307	443	35	103
gene-YKR021W	480	320	98	275
gene-YKR022C	421	468	116	367
gene-YKR023W	123	252	69	226
gene-YKR024C	79	63	455	1208
gene-YKR025W	193	241	452	1553
gene-YKR026C	135	248	182	690
gene-YNCK0017W	0	1	2	0
gene-YKR027W	38	95	33	166
gene-YKR028W	387	523	120	531
gene-YKR029C	362	334	64	269
gene-YKR030W	125	151	65	260
gene-YKR031C	718	628	21	109
gene-YKR032W	3	3	1	0
gene-YKR034W	30	24	1	6
gene-YKR035W-A	789	1288	66	308
gene-YKR036C	98	79	93	284
gene-YKR037C	150	257	24	131
gene-YKR038C	301	408	191	683
gene-YNCK0018C	0	0	0	0
gene-YKR039W	987	1638	111	159
gene-YNCK0019W	0	0	0	0
gene-YKR041W	10	17	16	76
gene-YKR042W	1521	3194	5393	14673
gene-YKR043C	73	186	222	815
gene-YKR044W	91	149	114	405
gene-YKR045C	61	98	45	145
gene-YKR046C	23313	12917	664	2040
gene-YKR048C	3788	3517	740	2488
gene-YKR049C	4827	2369	83	222
gene-YKR050W	548	309	50	185
gene-YKR051W	197	187	35	128
gene-YKR052C	345	1272	25	85
gene-YKR053C	168	175	31	112
gene-YKR054C	504	430	37	146
gene-YKR055W	233	198	19	118
gene-YKR056W	96	311	452	1446
gene-YKR057W	363	950	1817	6439
gene-YKR058W	1405	659	12	57
gene-YKR059W	353	846	285	946
gene-YKR060W	83	111	258	984
gene-YKR061W	144	151	122	400
gene-YNCK0020C	45	59	4	14
gene-YKR062W	489	609	212	749
gene-YKR063C	388	324	128	448
gene-YKR064W	301	267	70	289
gene-YKR065C	927	1445	62	246
gene-YKR066C	3592	2086	312	1002
gene-YKR067W	2294	1618	35	99
gene-YKR068C	518	531	121	510
gene-YKR069W	70	101	73	262
gene-YKR070W	200	374	32	156
gene-YKR071C	1865	2284	1596	4011
gene-YKR072C	1181	856	208	753
gene-YKR073C	35	14	7	25
gene-YNCK0021W	0	0	0	0
gene-YKR074W	759	914	52	181
gene-YKR075C	265	144	29	69
gene-YKR076W	2414	1688	24	69
gene-YKR077W	43	232	11	27
gene-YKR078W	320	255	33	101
gene-YKR079C	92	138	220	720
gene-YKR080W	570	796	788	1086
gene-YKR081C	143	231	841	2879
gene-YKR082W	363	558	183	671
gene-YKR083C	27	71	1	29
gene-YKR084C	489	698	94	410
gene-YKR085C	43	170	43	151
gene-YKR086W	370	304	98	320
gene-YKR087C	330	546	66	237
gene-YKR088C	426	598	49	229
gene-YKR089C	1197	828	134	465
gene-YKR090W	133	299	61	225
gene-YKR091W	457	296	13	37
gene-YKR092C	199	111	1346	4994
gene-YKR093W	1558	374	336	1159
gene-YKR094C	542	1415	1885	7365
gene-YKR095W	883	1142	65	374
gene-YKR095W-A	41	79	13	76
gene-YKR096W	2199	1260	105	316
gene-YKR097W	57674	83158	472	1973
gene-YKR098C	213	245	57	208
gene-YKR099W	103	90	324	1112
gene-YKR100C	772	385	115	427
gene-YKR101W	265	222	63	201
gene-YKR102W	0	1	0	0
gene-YKR103W	0	0	0	0
gene-YKR104W	0	0	0	0
gene-YKR105C	0	0	0	0
gene-YKR106W	0	0	0	0
gene-YLL067C	198	34	1	3
gene-YLL066W-B	0	0	0	0
gene-YLL066C	136	170	0	50
gene-YLL064C	34	0	0	2
gene-YLL063C	26	39	13	51
gene-YLL062C	67	109	11	47
gene-YLL061W	309	269	37	97
gene-YLL060C	118	130	19	51
gene-YLL058W	32	82	34	152
gene-YLL057C	100	90	10	31
gene-YLL056C	318	298	15	37
gene-YLL055W	736	1209	19	66
gene-YLL054C	118	189	34	117
gene-YLL053C	110	153	16	67
gene-YLL052C	105	157	18	50
gene-YLL051C	476	449	125	264
gene-YLL050C	3861	5882	279	1350
gene-YLL049W	401	284	26	105
gene-YLL048C	1005	937	480	1715
gene-YLL046C	17	17	31	50
gene-YLL045C	1173	3908	4788	18117
gene-YLL043W	872	834	284	961
gene-YLL042C	69	95	7	20
gene-YLL041C	6600	4163	114	258
gene-YLL040C	1563	1561	33	154
gene-YLL039C	4561	8494	333	1049
gene-YLL038C	130	130	35	122
gene-YLL036C	270	433	172	536
gene-YLL035W	7	24	103	337
gene-YLL034C	64	95	376	1220
gene-YLL033W	85	78	49	155
gene-YLL032C	363	320	29	137
gene-YLL031C	98	200	80	283
gene-YLL030C	1	0	1	1
gene-YLL029W	5026	4111	416	1000
gene-YLL028W	199	335	537	1022
gene-YLL027W	1084	428	95	422
gene-YLL026W	35174	96697	390	2563
gene-YNCL0001W	1	0	0	0
gene-YLL025W	64	51	4	15
gene-YLL024C	3757	10446	69	533
gene-YLL023C	1506	1595	86	382
